********************************************************************************
product = Open Liberty 20.0.0.5 (wlp-1.0.40.cl200520200429-1655)
wlp.install.dir = /home/gui/devs/user/target/liberty/wlp/
java.home = /usr/lib/jvm/java-11-openjdk-amd64
java.version = 11.0.7
java.runtime = OpenJDK Runtime Environment (11.0.7+10-post-Ubuntu-3ubuntu1)
os = Linux (5.4.0-29-generic; amd64) (pt_BR)
process = 2735@gui-Aspire-A315-51
********************************************************************************
[17/05/2020 17:45:16:806 BRT] 00002627 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Aplicativo da Web disponível (default_host): http://localhost:9081/
[17/05/2020 17:45:16:812 BRT] 00002636 com.ibm.ws.session.WASSessionCore                            I SESN0176I: Um novo contexto de sessão será criado para a chave do aplicativo default_host/
[17/05/2020 17:45:16:813 BRT] 00002636 com.ibm.ws.util                                              I SESN0172I: O gerenciador de sessões está usando a implementação SecureRandom padrão Java para geração do ID de sessão.
[17/05/2020 17:45:16:826 BRT] 00002627 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: O aplicativo orion-user-service foi atualizado em 0,811 segundos.
[17/05/2020 17:45:16:849 BRT] 00002642 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: Um arquivo de configuração para um plug-in de servidor da web foi automaticamente gerado para este servidor em /home/gui/devs/user/target/liberty/wlp/usr/servers/orion-user-service/logs/state/plugin-cfg.xml.
[17/05/2020 17:45:38:473 BRT] 00002657 .apache.cxf.cxf.core.3.2:1.0.40.cl200520200429-1655(id=187)] I Setting the server's publish address to be /user/
[17/05/2020 17:45:38:482 BRT] 00002657 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [orion-user-service] [/] [orion.user.OrionUserRestApplication]: Inicialização bem sucedida.
[17/05/2020 17:45:38:497 BRT] 00002657 eclipselink                                                  I CWWJP9990I: [eclipselink] EclipseLink, versão: Eclipse Persistence Services - 2.7.6.v20200131-b7c997804f
[17/05/2020 17:45:38:563 BRT] 00002657 eclipselink.connection                                       I CWWJP9990I: [eclipselink.connection] orion-user-service/file:/home/gui/devs/user/target/classes/_OrionUserDS login bem-sucedido
[17/05/2020 23:49:53:837 BRT] 00000013 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0085I: O servidor orion-user-service está parando porque a JVM está saindo.
[17/05/2020 23:49:53:850 BRT] 00006206 com.ibm.ws.runtime.update.internal.RuntimeUpdateManagerImpl  A CWWKE1100I: Aguardando até 30 segundos para o servidor ser colocado em modo quiesce.
[17/05/2020 23:49:53:863 BRT] 000061fd com.ibm.ws.tcpchannel.internal.TCPChannel                    I CWWKO0220I: O Canal TCP defaultHttpEndpoint-ssl interrompeu o atendimento das solicitações no host localhost  (IPv4: 127.0.0.1) porta 9444.
[17/05/2020 23:49:53:866 BRT] 000061fd com.ibm.ws.tcpchannel.internal.TCPChannel                    I CWWKO0220I: O Canal TCP defaultHttpEndpoint interrompeu o atendimento das solicitações no host localhost  (IPv4: 127.0.0.1) porta 9081.
[17/05/2020 23:49:53:867 BRT] 000061fd com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Aplicativo da Web removido (default_host): http://localhost:9081/jwt/
[17/05/2020 23:49:53:868 BRT] 000061fd com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Aplicativo da Web removido (default_host): http://localhost:9081/openapi/ui/
[17/05/2020 23:49:53:868 BRT] 000061fd com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Aplicativo da Web removido (default_host): http://localhost:9081/health/
